image00002.jpg,AFLW,/data/komedi/komedi/dataset/_rawdata/AFLW0727/all/cropimg_all/image00002.jpg,200,200,450,450,-22.874238643575588,1.044306042017331,4.908885557905314,"(126.81924, 225.46965)","(148.52173, 309.38739)","(213.94006, 375.7305)","(293.22473, 323.28571)","(329.8783, 241.45877)","(231.0957, 222.19415)","(229.79041, 243.34904)","(225.08842, 281.80341)","(222.43806, 288.25348)","(162.57912, 199.64758)","(201.39299, 206.68912)","(260.8649, 212.65443)","(301.85168, 212.36467)","(180.50743, 305.17462)","(218.46085, 307.22177)","(261.81235, 322.6597)","(212.72568, 340.40427)","(216.49344, 313.23386)","(233.59442, 197.76227)","(220.44946, 297.73762)","(239, 76)","(193, 271)","(252, 278)","(214, 349)","(209, 366)","(208, 376)","(208, 372)"
image00004.jpg,AFLW,/data/komedi/komedi/dataset/_rawdata/AFLW0727/all/cropimg_all/image00004.jpg,200,200,450,450,26.93274217103904,68.15524070845817,17.243669748438027,"(274.87695, 307.05414)","(240.96815, 349.40701)","(207.08545, 345.31607)","(282.76337, 332.88531)","(331.1619, 285.63336)","(213.09018, 227.52942)","(202.01886, 239.4176)","(186.15196, 262.358)","(200.16187, 278.74243)","(219.60034, 239.38724)","(222.67075, 235.96869)","(239.99811, 228.17395)","(256.14462, 224.26132)","(206.68646, 311.82416)","(196.52631, 294.10736)","(226.80066, 303.56107)","(196.73563, 307.03455)","(200.1837, 300.72446)","(219.06698, 211.12699)","(198.34409, 286.42489)","(249, 150)","(199, 275)","(219, 271)","(205, 321)","(198, 335)","(228, 352)","(249, 345)"
image00006.jpg,AFLW,/data/komedi/komedi/dataset/_rawdata/AFLW0727/all/cropimg_all/image00006.jpg,200,200,450,450,-10.579652250742516,50.48541155204095,-13.570645022257168,"(242.56638, 277.08728)","(238.5679, 331.242)","(238.30316, 351.41284)","(304.71625, 320.89523)","(330.48785, 263.74097)","(208.00647, 238.03954)","(202.53668, 251.66623)","(196.31378, 273.82227)","(210.82765, 283.64575)","(198.90105, 239.48712)","(210.03333, 238.80476)","(234.72446, 235.22128)","(254.84067, 231.43805)","(212.72647, 304.78986)","(213.66968, 296.90964)","(252.73871, 300.91025)","(220.17096, 314.1113)","(217.73972, 302.87729)","(208.20713, 213.05052)","(212.24867, 290.27769)","(214, 148)","(207, 276)","(229, 275)","(227, 328)","(224, 341)","(251, 355)","(272, 358)"
image00008.jpg,AFLW,/data/komedi/komedi/dataset/_rawdata/AFLW0727/all/cropimg_all/image00008.jpg,200,200,450,450,-10.04845563238593,17.143373543118265,-21.39278256543087,"(190.6416, 295.48962)","(222.7231, 344.34979)","(268.32764, 362.01804)","(324.25583, 309.28552)","(336.17389, 244.15691)","(207.30235, 231.77029)","(209.66631, 249.9218)","(216.82709, 282.94629)","(227.30037, 291.34726)","(166.38385, 244.07532)","(192.44553, 236.19603)","(236.53697, 221.08458)","(268.55505, 208.18608)","(213.17265, 316.0722)","(232.2307, 306.6557)","(269.94601, 299.29437)","(243.99152, 329.34793)","(236.48735, 312.70129)","(200.48949, 208.87894)","(229.76553, 299.00148)","(187, 165)","(203, 291)","(247, 277)","(249, 341)","(253, 356)","(273, 353)","(283, 345)"
image00010.jpg,AFLW,/data/komedi/komedi/dataset/_rawdata/AFLW0727/all/cropimg_all/image00010.jpg,200,200,450,450,-50.54458148082077,68.64054613955508,-59.20797293349743,"(293.89246, 279.60974)","(287.27036, 333.35791)","(250.2193, 356.4447)","(308.17307, 316.35281)","(326.93362, 249.6871)","(184.15318, 240.30103)","(180.05035, 255.46101)","(173.97554, 282.40857)","(197.16701, 288.35681)","(200.7084, 243.68246)","(200.6981, 239.3007)","(209.67969, 232.24748)","(216.87898, 227.28134)","(223.81958, 312.08914)","(200.36429, 300.98254)","(229.98019, 310.60675)","(212.30591, 322.76831)","(207.33731, 307.01489)","(181.03595, 222.14492)","(198.76565, 294.66967)","(169, 132)","(205, 277)","(213, 281)","(225, 331)","(232, 347)","(273, 361)","(319, 354)"
image00013.jpg,AFLW,/data/komedi/komedi/dataset/_rawdata/AFLW0727/all/cropimg_all/image00013.jpg,200,200,450,450,-1.5361991905687242,0.6855652435403676,-12.643008002773763,"(136.80798, 294.20734)","(175.41756, 361.54413)","(251.17346, 376.20151)","(314.25983, 330.8945)","(323.06558, 253.05609)","(216.00278, 221.46432)","(218.56874, 235.83846)","(222.97003, 265.04431)","(225.71236, 281.18179)","(158.82166, 232.28635)","(191.96484, 226.86334)","(240.41277, 216.07791)","(273.06219, 206.80913)","(201.27718, 317.64496)","(229.18401, 303.66556)","(262.37903, 308.26703)","(234.03702, 322.40875)","(230.59457, 311.10312)","(212.11425, 199.02006)","(227.44818, 292.42368)","(197, 143)","(200, 278)","(247, 265)","(238, 337)","(244, 357)","(250, 376)","(251, 383)"
image00014.jpg,AFLW,/data/komedi/komedi/dataset/_rawdata/AFLW0727/all/cropimg_all/image00014.jpg,200,200,450,450,3.272690263453488,6.344487161057151,-2.479920878660685,"(145.1232, 285.88782)","(168.61761, 354.1424)","(229.22899, 378.36639)","(301.487, 348.72723)","(328.85785, 279.09698)","(221.19809, 217.48151)","(220.62794, 230.89926)","(219.69392, 258.66806)","(222.38567, 275.92584)","(167.5502, 221.62088)","(199.88991, 219.81195)","(248.32562, 218.34546)","(283.35266, 216.54599)","(192.16229, 311.27954)","(223.40274, 300.45151)","(259.23062, 308.95941)","(224.10442, 320.44901)","(224.35605, 308.41605)","(221.85488, 195.97368)","(222.8942, 288.18867)","(220, 135)","(199, 273)","(243, 268)","(226, 331)","(227, 358)","(234, 381)","(236, 389)"
image00019.jpg,AFLW,/data/komedi/komedi/dataset/_rawdata/AFLW0727/all/cropimg_all/image00019.jpg,200,200,450,450,12.790050876546736,1.287639855492086,-0.3901249040633636,"(139.52252, 302.99939)","(161.59708, 359.06946)","(224.99686, 374.75052)","(291.93637, 357.97717)","(316.85529, 300.55353)","(225.67207, 220.96648)","(225.41362, 232.22523)","(225.49213, 255.25107)","(225.9873, 275.29297)","(170.35036, 226.51257)","(201.92967, 226.00705)","(249.35138, 225.66356)","(281.67841, 225.59038)","(195.24077, 312.28632)","(226.43826, 296.59848)","(255.3822, 310.83148)","(225.87509, 318.93878)","(226.55815, 306.01089)","(226.02265, 198.82883)","(226.21278, 285.94573)","(227, 147)","(205, 271)","(247, 271)","(227, 333)","(228, 354)","(229, 377)","(229, 383)"
image00020.jpg,AFLW,/data/komedi/komedi/dataset/_rawdata/AFLW0727/all/cropimg_all/image00020.jpg,200,200,450,450,-9.785001575720198,21.99579776913649,-25.029803656949294,"(190.70622, 294.64954)","(223.57721, 351.69424)","(266.09305, 361.77655)","(330.90567, 305.44464)","(339.07025, 231.08531)","(199.86752, 229.52655)","(200.96178, 244.80948)","(205.70776, 273.45374)","(218.33353, 284.84082)","(166.01593, 244.87579)","(189.80856, 235.53557)","(227.70792, 218.23586)","(256.0715, 204.78009)","(215.32149, 323.38116)","(225.61211, 304.09702)","(260.29547, 301.68115)","(235.42958, 320.2793)","(231.23856, 310.33289)","(193.53717, 210.06353)","(221.97282, 294.46892)","(171, 162)","(198, 287)","(235, 269)","(239, 339)","(244, 357)","(273, 361)","(291, 353)"
image00021.jpg,AFLW,/data/komedi/komedi/dataset/_rawdata/AFLW0727/all/cropimg_all/image00021.jpg,200,200,450,450,-1.5428697240668878,-1.395476482933834,-3.2578286255931856,"(133.43396, 279.70966)","(161.2672, 348.66074)","(231.05797, 372.99216)","(295.59149, 340.01871)","(313.09827, 270.2265)","(222.92621, 218.91393)","(223.49435, 234.80046)","(223.99667, 264.97284)","(222.92241, 280.03955)","(169.68124, 217.73647)","(199.5181, 218.67288)","(243.50156, 215.65858)","(272.87106, 211.94667)","(190.72842, 312.49091)","(222.72462, 299.32397)","(255.54292, 311.00244)","(223.73048, 320.28973)","(222.50554, 306.38422)","(221.9837, 193.12648)","(222.82351, 289.68176)","(229, 143)","(200, 273)","(250, 273)","(226, 337)","(226, 353)","(226, 368)","(227, 375)"
